post_id,post_text,content,index,timeofposting,rideordrive,dateofride,weekdayofride,price,location,destination
,,#ride08032025 RIDE!! San Jose ➜ Fremont 1:40 PM $25,1212,,1,2025-08-03,Sunday,0,#ride08032025 RIDE!! San Jose,Fremont
,,#drive03212025 #drive03222025 Need a drive Berkeley ➜ Oakland. Budget $22 thx,1213,,0,2025-03-21,Friday,22,#drive03212025 #drive03222025 Need a drive Berkeley,Oakland
,,#drive01262025 Need a drive Sunnyvale -> Berkeley. Budget $12-20,1214,,0,2025-01-26,Sunday,16,#drive01262025 Need a drive Sunnyvale,Berkeley
,,#ride07202025 from San Jose to San Francisco $20 leaving 3PM thx,1215,,1,2025-07-20,Sunday,0,San Jose,San Jose
,,#drive12252024 Berkeley-San Jose | 11:40 AM | $25 | 1 seat,1216,,0,2024-12-25,Wednesday,25,#drive12252024 Berkeley,San Jose
,,#drive09072025  Need  a  drive  Sacramento  ->  Palo  Alto.  Budget  $22,1217,,0,2025-09-07,Sunday,22,#drive09072025 Need a drive Sacramento,Palo
,,#drive06202025 Need a drive from Palo Alto to Sacramento. Budget $35,1218,,0,2025-06-20,Friday,35,Palo Alto,Sacramento
,,#ride04072025 San Francisco ➜ San Jose | 6:20 AM | $35 | 1 seat,1219,,1,2025-04-07,Monday,0,#ride04072025 San Francisco,San Jose
,,#ride10092024  from  San  Jose  to  Sacramento  $10  leaving  8AM,1220,,1,2024-10-09,Wednesday,0,San Jose,Sacramento
,,"#ride06072025 from Sac to Sacramento $25 leaving 6:50 AM
anyone?",1221,,1,2025-06-07,Saturday,0,Sacramento,Sacramento
,,#driv0e2202024 Oakland-Berkeley | 3:10 PM | 35 dollars | 1 seat,1222,,,,,0,#driv0e2202024 Oakland,Berkeley
,,#ride09102024 #ride09172024 Need a ride San Jose ➜ Davis. Budget $20,1223,,1,2024-09-10,Tuesday,0,#ride09102024 #ride09172024 Need a ride San Jose,Davis
,,#ride07022025  Need  a  ride  Berkeley-Oakland.  Budget  $20-25,1224,,1,2025-07-02,Wednesday,0,#ride07022025 Need a ride Berkeley,Oakland
,,#ride08012025 RIDE!! San Francisco -> Oakland 6PM 10 dollars,1225,,1,2025-08-01,Friday,0,#ride08012025 RIDE!! San Francisco,Oakland
,,#drive05202024 Need a drive Berkeley ➜ Oakland. Budget 15 dollars pls,1226,,0,2024-05-20,Monday,15,#drive05202024 Need a drive Berkeley,Oakland
,,#drive12192025 #drive12222025 Need a drive Sacramento -> Berkeley. Budget $18,1227,,0,2025-12-19,Friday,18,#drive12192025 #drive12222025 Need a drive Sacramento,Berkeley
,,#ride10022025 Need a ride San Francisco-Davis. Budget,1228,,1,2025-10-02,Thursday,0,#ride10022025 Need a ride San Francisco,Davis
,,#drive08072025 DRIVE!! Davis -> Oakland 9:45 PM $25-30 !!,1229,,0,2025-08-07,Thursday,28,#drive08072025 DRIVE!! Davis,Oakland
,,"#ride12312024 Sunnyvale ➜ aPlo Alto $40 leaving 5:50 PM
flexible time",1230,,1,2024-12-31,Tuesday,0,#ride12312024 Sunnyvale,aPlo
,,#ride04202024 Sacramento -> San Francsico $25 leaving 9:40 PM,1231,,1,2024-04-20,Saturday,0,#ride04202024 Sacramento,San
,,#ride06062025  San  Francisco-San  Jose  |  6PM  |  $12  |  1  seat,1232,,1,2025-06-06,Friday,0,#ride06062025 San Francisco,San
,,"#drive06082024 DRIVE!! aSn Francisco -> San Jose 12PM $35 thx
anyone?",1233,,0,2024-06-08,Saturday,35,#drive06082024 DRIVE!! aSn Francisco,San Jose
,,#drive10302024  DRIVE!!  Fremont  to  Oakland  2PM  $12,1234,,0,2024-10-30,Wednesday,12,#drive10302024 DRIVE!! Fremont,Oakland
,,#ride09062024 #ride09072024 Oakland-SJ $12 leaving 9AM,1235,,1,2024-09-06,Friday,0,#ride09062024 #ride09072024 Oakland,San Jose
,,#drive04252024 DRIVE!! Oakland ➜ Palo Alto 4PM 30 dollars,1236,,0,2024-04-25,Thursday,30,#drive04252024 DRIVE!! Oakland,Palo
,,#drive11292024  San  Jose  ➜  Davis  |  11AM  |    |  1  seat,1237,,0,2024-11-29,Friday,0,#drive11292024 San Jose,Davis
,,#ride07132025 Need a ride from Sac to Sunnyvale. Budget $10,1238,,1,2025-07-13,Sunday,0,Sacramento,Sunnyvale
,,#drive05052024 Fremont-Palo Alto | 8AM | $40 | 1 seat pls,1239,,0,2024-05-05,Sunday,40,#drive05052024 Fremont,Palo
,,#drive01052025 DRIVE!! San Francisco -> Sacramento 6AM $15,1240,,0,2025-01-05,Sunday,15,#drive01052025 DRIVE!! San Francisco,Sacramento
,,#drive06262025 Davis to Palo Alto  leaving 2PM,1241,,0,2025-06-26,Thursday,0,#drive06262025 Davis,Palo
,,#drive04292025 SJ to Fremont | 3PM | $12 | 1 seat,1242,,0,2025-04-29,Tuesday,12,#drive04292025 SJ,Fremont
,,#ride09052025 from Davis to San Jose | 8:20 AM  |$25 | 1 seat !!,1243,,1,2025-09-05,Friday,0,Davis,San Jose
,,"#ride01112025 from Oakland to Fremont | 1:30 PM | $35 | 1 seat 🚗
pm me",1244,,1,2025-01-11,Saturday,0,Oakland,Fremont
,,#drive06012024 DRIVE!! Sunnyvale-Berkeley 7PM $35,1245,,0,2024-06-01,Saturday,35,#drive06012024 DRIVE!! Sunnyvale,Berkeley
,,#ride08092024 Fremont to San Francisco $12 leaving 7:15 AM,1246,,1,2024-08-09,Friday,0,#ride08092024 Fremont,San Francisco
,,#ride05032024  #ride05102024  Oakland  ->  SF  |  7:40  PM  |  $40  |  1  seat,1247,,1,2024-05-03,Friday,0,#ride05032024 #ride05102024 Oakland,San Francisco
,,#drive04222024 Davis ➜ Sac $25-30 leaving 8PM comment below,1248,,0,2024-04-22,Monday,28,#drive04222024 Davis,Sacramento
,,"#drive07122024  Fremont-Davis  35  dollars  leaving  5PM
comment  below",1249,,0,2024-07-12,Friday,35,#drive07122024 Fremont,Davis
,,#drive05032024 Need a drive from Fremont to Davis. Budget $18,1250,,0,2024-05-03,Friday,18,Fremont,Davis
,,#drive04242024 #drive05012024 Need a drive San Francisco ➜ Davis. Budget $25,1251,,0,2024-04-24,Wednesday,25,#drive04242024 #drive05012024 Need a drive San Francisco,Davis
,,"#ride05242025 Sacramento to San Francisco | 4:50 PM | $30 | 1 seat
flexible time",1252,,1,2025-05-24,Saturday,0,#ride05242025 Sacramento,San Francisco
,,#ride04012024 from Davis to Fremont | 6PM | $10 | 1 seat,1253,,1,2024-04-01,Monday,0,Davis,Fremont
,,#ride09112024 Sac -> Sacramento $15 leaving 2PM,1254,,1,2024-09-11,Wednesday,0,#ride09112024 Sac,Sacramento
,,#drive11052025 DRIVE!! Fremont-Sacramento 11AM 22 dollars,1255,,0,2025-11-05,Wednesday,22,#drive11052025 DRIVE!! Fremont,Sacramento
,,#ride01252025 RIDE!! San Francisco-Fremont 6:20 PM $20-25,1256,,1,2025-01-25,Saturday,0,#ride01252025 RIDE!! San Francisco,Fremont
,,#drive06062024 from Palo Alto to Sunnyvale $20 leaving 5:15 PM 🚗,1257,,0,2024-06-06,Thursday,20,Palo Alto,Sunnyvale
,,#drive10192025 from San Jose to Berkeley $25 leaving 4:00 PM,1258,,0,2025-10-19,Sunday,25,San Jose,Berkeley
,,#drive06292025 San Jose ➜ San Francisco | 7:45 PM | 15 dollars | 1 seat,1259,,0,2025-06-29,Sunday,15,#drive06292025 San Jose,San Jose
,,#drive08172024 Need a drive Berkeley-Palo Alto. Budget $20,1260,,0,2024-08-17,Saturday,20,#drive08172024 Need a drive Berkeley,Palo
,,#drive07292025 Berkeley-Sunnyvale | 12:00 PM | $20 | 1 seat,1261,,0,2025-07-29,Tuesday,20,#drive07292025 Berkeley,Sunnyvale
,,#ride0712202 4RIDE!! Davis to Palo Alto 6PM $25-33 🚗,1262,,1,2202-07-01,Thursday,0,#ride0712202 4RIDE!! Davis,Palo
,,Need a drive Fremont -> Sunnyvale. Budget $15,1263,,,,,0,Need a drive Fremont,Sunnyvale
,,#ride09012024  from  Palo  Alto  to  Berkeley    leaving  7AM,1264,,1,2024-09-01,Sunday,0,Palo Alto,Berkeley
,,#drive06042025 Need a drive Oakland to Fremont. Budget $10,1265,,0,2025-06-04,Wednesday,10,#drive06042025 Need a drive Oakland,Fremont
,,#drive04072024 DRIVE!! Sacramento-Sunnyvale 10:00 AM $35 thx,1266,,0,2024-04-07,Sunday,35,#drive04072024 DRIVE!! Sacramento,Sunnyvale
,,"#drive08202024 Fremont ➜ Sunnyvale $22 leaving 10:45 PM
flexible time",1267,,0,2024-08-20,Tuesday,22,#drive08202024 Fremont,Sunnyvale
,,#drive03312024 Need a drive Palo Alto-Oakland. Budget $40,1268,,0,2024-03-31,Sunday,40,#drive03312024 Need a drive Palo Alto,Oakland
,,"#ride02022024 Need a ride Sacramento-Palo Alto. Budget
pm me",1269,,1,2024-02-02,Friday,0,#ride02022024 Need a ride Sacramento,Palo
,,#ride02052025 Berkeley-Oakland | 2PM |  | 1 seat,1270,,1,2025-02-05,Wednesday,0,#ride02052025 Berkeley,Oakland
,,#ride01212025 San Jose -> Fremont $25 leaving 9PM 😊,1271,,1,2025-01-21,Tuesday,0,#ride01212025 San Jose,Fremont
,,#drive02012024 #drive02042024 DRIVE!! from Sunnyvale to San Jose 9:50 PM $10 😊,1272,,0,2024-02-01,Thursday,10,Sunnyvale,San Jose
,,"from Sunnyvale to San Jose $20-25 leaving 9AM
pm me",1273,,,,,0,Sunnyvale,San Jose
,,#drive10152024 #drive10222024 Need a drive Sacramento-Oakland. Budget $40,1274,,0,2024-10-15,Tuesday,40,#drive10152024 #drive10222024 Need a drive Sacramento,Oakland
,,#drive10112024 DRIVE!! Oakland-Fremont 9:40 AM,1275,,0,2024-10-11,Friday,0,#drive10112024 DRIVE!! Oakland,Fremont
,,#drive08312025 Need a drive Fremont-San Francisco. Budget $30 !!,1276,,0,2025-08-31,Sunday,30,#drive08312025 Need a drive Fremont,San Francisco
,,#drive12052024  Sacramento  to  Palo  Alto  $35  leaving  7AM,1277,,0,2024-12-05,Thursday,35,#drive12052024 Sacramento,Palo
,,#ride10112025 Sacramento to Davis | 7PM | $12 | 1 seat 🚗,1278,,1,2025-10-11,Saturday,0,#ride10112025 Sacramento,Davis
,,Davis ➜ Berkeley  leaving 10PM,1279,,,,,0,Davis,Berkeley
,,#ride07242042 Davis-Palo Alto | 7:15 PM | $12 | 1 seat,1280,,1,2042-07-24,Thursday,0,#ride07242042 Davis,Palo
,,Need a ride San Francisco-Fremont. Budget,1281,,,,,0,Need a ride San Francisco,Fremont
,,#drive11272025 San Francsico ➜ Sunnyvale  leaving 2:00 PM,1282,,0,2025-11-27,Thursday,0,#drive11272025 San Francsico,Sunnyvale
,,#ride07072025 #ride07142025 Davis to Sunnyvale | 10:30 A M| $40 | 1 seat,1283,,1,2025-07-07,Monday,0,#ride07072025 #ride07142025 Davis,Sunnyvale
,,"#drive01052025  Need  a  drive  Sacramento  to  Davis.  Budget  $35
comment  below",1284,,0,2025-01-05,Sunday,35,#drive01052025 Need a drive Sacramento,Davis
,,#drive11142025 San Francisco ➜ Sacramento | 9PM | $22-27 | 1 seat,1285,,0,2025-11-14,Friday,24,#drive11142025 San Francisco,Sacramento
,,#drive05082025 Plao Alto ➜ San Francisco | 4PM | $25 | 1 seat,1286,,0,2025-05-08,Thursday,25,#drive05082025 Plao Alto,San Francisco
,,#ride05252024 Need a ride Sacramento ➜ Oakland. Budget $10 !!,1287,,1,2024-05-25,Saturday,0,#ride05252024 Need a ride Sacramento,Oakland
,,#ride01062024 #ride01132024 Fremont to Oakland  leaving 10:40 PM,1288,,1,2024-01-06,Saturday,0,#ride01062024 #ride01132024 Fremont,Oakland
,,#ride11202024  Need  a  ride  Fremont  to  Sunnyvale.  Budget  $40,1289,,1,2024-11-20,Wednesday,0,#ride11202024 Need a ride Fremont,Sunnyvale
,,#ride05082025 #ride05152025 Berkeley -> San Francisco | 3PM | $40 | 1 seat thx,1290,,1,2025-05-08,Thursday,0,#ride05082025 #ride05152025 Berkeley,San Francisco
,,#drive10272025 DRIVE!! Sunnyvale-San Jose 9:30 AM $25-33,1291,,0,2025-10-27,Monday,29,#drive10272025 DRIVE!! Sunnyvale,San Jose
,,San Francisco to Berkeley $35 leaving 3PM !!,1292,,,,,0,San Francisco,Berkeley
,,#ride10202025 Need a ride Sunnyvale ➜ San Jose. Budget 25 dollars,1293,,1,2025-10-20,Monday,0,#ride10202025 Need a ride Sunnyvale,San Jose
,,#ride01122024 Need a ride SJ ➜ San Jose. Budget,1294,,1,2024-01-12,Friday,0,#ride01122024 Need a ride SJ,San Jose
,,#ride05062024 San Francisco ➜ Davis $30 leaving 6:40 PM,1295,,1,2024-05-06,Monday,0,#ride05062024 San Francisco,Davis
,,#drive10062024 San Francisco -> Fremont | 7PM |  | 1 seat 🚗,1296,,0,2024-10-06,Sunday,0,#drive10062024 San Francisco,Fremont
,,#drive10182024  San  Francisco  to  Palo  Alto  |  6:20  PM  |  $25  |  1  seat,1297,,0,2024-10-18,Friday,25,#drive10182024 San Francisco,Palo
,,#ride11172024 San Francisco to Fremont $15-25 leaving 21:45 PM,1298,,1,2024-11-17,Sunday,0,#ride11172024 San Francisco,Fremont
,,#drive10192025 DRIVE!! from Fremont to Palo Alto 5:10 PM $10,1299,,0,2025-10-19,Sunday,10,Fremont,Palo
,,#drive12302025 #drive01062026 DRIVE!! Davis-San Jose 5:50 PM $35,1300,,0,2025-12-30,Tuesday,35,#drive12302025 #drive01062026 DRIVE!! Davis,San Jose
,,#ride08232025  Need  a  ride  Davis  to  San  Jose.  Budget  12  dollars,1301,,1,2025-08-23,Saturday,0,#ride08232025 Need a ride Davis,San
,,#drive10132024 Palo Alto -> Sacramento  leaving 9PM,1302,,0,2024-10-13,Sunday,0,#drive10132024 Palo Alto,Sacramento
,,#drive12142025 Need a drive Oakland -> San Francisco. Budget thx,1303,,0,2025-12-14,Sunday,0,#drive12142025 Need a drive Oakland,San Francisco
,,#drive10042025 #drive10112025 DRIVE!! Davis to Sunnyvale 10:30 PM $22 thx,1304,,0,2025-10-04,Saturday,22,#drive10042025 #drive10112025 DRIVE!! Davis,Sunnyvale
,,#drive04092024 Berkeley to San Jose $40 leaving 5PM,1305,,0,2024-04-09,Tuesday,40,#drive04092024 Berkeley,San Jose
,,#drive02152025 Need a drive Berkeley to San Francisco. Budget $20 pls,1306,,0,2025-02-15,Saturday,20,#drive02152025 Need a drive Berkeley,San Francisco
,,#ride08112025 RIDE!! SJ-Oakland 4PM $35,1307,,1,2025-08-11,Monday,0,#ride08112025 RIDE!! SJ,Oakland
,,#ride05262025 Palo Alto ➜ Sacramento $12 leaving 6PM,1308,,1,2025-05-26,Monday,0,#ride05262025 Palo Alto,Sacramento
,,#drive05112024 Need a drive from Sunnyvale to San Jose. Budget 40 dollars,1309,,0,2024-05-11,Saturday,40,Sunnyvale,San Jose
,,#drive10242024 Oakland ➜ Fremont | 6PM | $35 | 1 seat,1310,,0,2024-10-24,Thursday,35,#drive10242024 Oakland,Fremont
,,#ride03142025  Sunnyvale  ->  San  Jose  leaving  1PM,1311,,1,2025-03-14,Friday,0,#ride03142025 Sunnyvale,San
,,#ride03072024 Need a ride Sac-Berkeley. Budget 40 dollars,1312,,1,2024-03-07,Thursday,0,#ride03072024 Need a ride Sac,Berkeley
,,#ride11232024 Oakland -> Fremont $15 leaving 11:45 AM thx,1313,,1,2024-11-23,Saturday,0,#ride11232024 Oakland,Fremont
,,#drive07262024  San  Francisco-Palo  Alto    leaving  8PM,1314,,0,2024-07-26,Friday,0,#drive07262024 San Francisco,Palo
,,"#ride12012024  RIDE!!  Oakland  ->  Sacramento  8AM  $15
anyone?",1315,,1,2024-12-01,Sunday,0,#ride12012024 RIDE!! Oakland,Sacramento
,,#drive09272024 San Jose ➜ Fremont | 9:15 AM | $40-45 | 1 seat,1316,,0,2024-09-27,Friday,42,#drive09272024 San Jose,Fremont
,,#ride01232024 Need a ride Berkeley to Fremont. Budget,1317,,1,2024-01-23,Tuesday,0,#ride01232024 Need a ride Berkeley,Fremont
,,#ride06152025  Need  a  ride  San  Jose  to  Oakland.  Budget  $40,1318,,1,2025-06-15,Sunday,0,#ride06152025 Need a ride San Jose,Oakland
,,"#ride04102025 #ride04132025 RIDE!! Oakland ➜ Berkeley 8AM $25 !!
comment below",1319,,1,2025-04-10,Thursday,0,#ride04102025 #ride04132025 RIDE!! Oakland,Berkeley
,,#ride01182025 Sunnyvale ➜ Sacramento | 7:40 AM | $30-38 | 1 seat,1320,,1,2025-01-18,Saturday,0,#ride01182025 Sunnyvale,Sacramento
,,#ride08312024 Berkeley-Sacramento $10 leaving 8:00 AM 😊,1321,,1,2024-08-31,Saturday,0,#ride08312024 Berkeley,Sacramento
,,#ride05012025 San Francisco-Fremont | 8PM |  | 1 seat,1322,,1,2025-05-01,Thursday,0,#ride05012025 San Francisco,Fremont
,,#drive07092024 DRIVE!! Sacramento ➜ Oakland 8:50 AM $15 thx,1323,,0,2024-07-09,Tuesday,15,#drive07092024 DRIVE!! Sacramento,Oakland
,,#drive06082024 Need a drive from Palo Alto to Fremont. Budget,1324,,0,2024-06-08,Saturday,0,Palo Alto,Fremont
,,#drive10302025 Need a drive from San Francisco to San Jose. Budget $40,1325,,0,2025-10-30,Thursday,40,San Francisco,San Jose
,,"#ride12092025 Need a ride San Francisco-Sacramento. Budget $22
anyone?",1326,,1,2025-12-09,Tuesday,0,#ride12092025 Need a ride San Francisco,Sacramento
,,#drive01042025 #drive01062025 DRIVE!! Oakland to San Francisco 7:00 PM,1327,,0,2025-01-04,Saturday,0,#drive01042025 #drive01062025 DRIVE!! Oakland,San Francisco
,,#drive09182024  Fremont  ➜  Davis  $15  leaving  8PM,1328,,0,2024-09-18,Wednesday,15,#drive09182024 Fremont,Davis
,,"#ride08142024 RIDE!! Oakland ➜ San Jose 8:50 AM
anyone?",1329,,1,2024-08-14,Wednesday,0,#ride08142024 RIDE!! Oakland,San Jose
,,#ride10032024 San Francisco -> Oakland $10 leaving 2:15 PM,1330,,1,2024-10-03,Thursday,0,#ride10032024 San Francisco,Oakland
,,#ride09132024 Sunnyvale -> Berkeley | 2:10 PM | $18 | 1 seat,1331,,1,2024-09-13,Friday,0,#ride09132024 Sunnyvale,Berkeley
,,#ride11102025 Need a ride Davis to Sacramento. Budget $12,1332,,1,2025-11-10,Monday,0,#ride11102025 Need a ride Davis,Sacramento
,,#drive01012025 from Freomnt to San Francisco  leaving 1PM,1333,,0,2025-01-01,Wednesday,0,Freomnt,San Francisco
,,#drive06222024 DRIVE!! San Jose to Berkeley 2:20 PM $18 pls,1334,,0,2024-06-22,Saturday,18,#drive06222024 DRIVE!! San Jose,Berkeley
,,#drive12292024 Need a drive Oakland -> Berkeley. Budget $10-18,1335,,0,2024-12-29,Sunday,14,#drive12292024 Need a drive Oakland,Berkeley
,,#drive12082024 Need a drive Oakland -> Fremont. Budget $10-20,1336,,0,2024-12-08,Sunday,15,#drive12082024 Need a drive Oakland,Fremont
,,#drive09112025 Sacramento to Fremont $12 leaving 10AM,1337,,0,2025-09-11,Thursday,12,#drive09112025 Sacramento,Fremont
,,#ride07052025  Fremont  ➜  Sunnyvale  |  8:20  PM  |    |  1  seat,1338,,1,2025-07-05,Saturday,0,#ride07052025 Fremont,Sunnyvale
,,#drive06242025 DRIVE!! from San Francisco to Sacramento 12PM $12,1339,,0,2025-06-24,Tuesday,12,San Francisco,Sacramento
,,#ride12202025 San Francisco to Sacramento $15 leaving 4:10 PM,1340,,1,2025-12-20,Saturday,0,#ride12202025 San Francisco,Sacramento
,,#ride07102024 RIDE!! from San Francisco to Berkeley 6:30 PM $12 🚗,1341,,1,2024-07-10,Wednesday,0,San Francisco,Berkeley
,,#ride12152024 RIDE!! SJ to San Francisco 8:10 AM $35,1342,,1,2024-12-15,Sunday,0,#ride12152024 RIDE!! SJ,San Francisco
,,#drive08042025  DRIVE!!  from  Sunnyvale  to  Fremont  3PM  $20  🚗,1343,,0,2025-08-04,Monday,20,Sunnyvale,Fremont
,,#ride05012024 Davis ➜ Fremont | 3PM | $22 | 1 seat,1344,,1,2024-05-01,Wednesday,0,#ride05012024 Davis,Fremont
,,#ride06232025 Need a ride San Francisco to Sunnyvale. Budget $35-43,1345,,1,2025-06-23,Monday,0,#ride06232025 Need a ride San Francisco,Sunnyvale
,,#drive06262025 #drive07032025 Fremont ➜ Sunnyvale | 6:40 AM | 12 dollars | 1 seat,1346,,0,2025-06-26,Thursday,12,#drive06262025 #drive07032025 Fremont,Sunnyvale
,,#drive03020225  #drive03052025 Need a drive Davis-Berkeley. Budget $10 thx,1347,,0,0225-03-02,Wednesday,10,#drive03020225 #drive03052025 Need a drive Davis,Berkeley
,,#ride05282025 Sunnyvale to Oakland | 6AM | $12 | 1 seat,1348,,1,2025-05-28,Wednesday,0,#ride05282025 Sunnyvale,Oakland
,,#drive03312024 #drive04032024 Davist o Berkeley $25 leaving 10:40 AM,1349,,0,2024-03-31,Sunday,25,,
,,#ride06222025 Need a ride from Fremont to Oakland. Budget $18,1350,,1,2025-06-22,Sunday,0,Fremont,Oakland
,,#drive02202025  Need  a  drive  San  Jose-Berkeley.  Budget  $25  !!,1351,,0,2025-02-20,Thursday,25,#drive02202025 Need a drive San Jose,Berkeley
,,#drive05072024  Fremont  ->  Berkeley  $10  leaving  5PM  flexible  time,1352,,0,2024-05-07,Tuesday,10,#drive05072024 Fremont,Berkeley
,,#drive10152024 DRIVE!! San Francisco ➜ Oakland 10:10 AM $12-17,1353,,0,2024-10-15,Tuesday,14,#drive10152024 DRIVE!! San Francisco,Oakland
,,#drive02252025 Berkeley to Sacramento $35 leaving 11AM,1354,,0,2025-02-25,Tuesday,35,#drive02252025 Berkeley,Sacramento
,,#drive11272025 Palo Alto -> Sacramento $25 leaving 9AM pls,1355,,0,2025-11-27,Thursday,25,#drive11272025 Palo Alto,Sacramento
,,#drive12312024 San Francisco -> Berkeley $30-38 leaving 12:30 PM,1356,,0,2024-12-31,Tuesday,34,#drive12312024 San Francisco,Berkeley
,,#drive11212025 Fremont-Berkeley $18 leaving 6:45 PM,1357,,0,2025-11-21,Friday,18,#drive11212025 Fremont,Berkeley
,,#drive08162024 Need a drive Berkeley to Sunnyvale. Budget $15,1358,,0,2024-08-16,Friday,15,#drive08162024 Need a drive Berkeley,Sunnyvale
,,"Need a drive San Jose-Sunnyvale. Budget $18-28 pls
comment below",1359,,,,,0,Need a drive San Jose,Sunnyvale
,,Need a drive San Francisco-Sacramento. Budget $12,1360,,,,,0,Need a drive San Francisco,Sacramento
,,"DRIVE!!  SF-Fremont  6AM  $30  🚗
pm  me",1361,,,,,0,DRIVE!! SF,Fremont
,,from San Francisco to Sunnyvale 40 dollars leaving 9PM,1362,,,,,0,San Francisco,Sunnyvale
,,#ride04162025 San Francisco-Palo Alto | 8:30 AM | $30 | 1 seat,1363,,1,2025-04-16,Wednesday,0,#ride04162025 San Francisco,Palo
,,#drive01182024 Need a drive from Davis to San Jose. Budget $22,1364,,0,2024-01-18,Thursday,22,Davis,San Jose
,,"#ride10252025 from Berkeley to Sunnyvale $18 leaving 11:00 AM !!
flexible time",1365,,1,2025-10-25,Saturday,0,Berkeley,Sunnyvale
,,"Oakland to San Jose $10 leaving 4PM
flexible time",1366,,,,,0,Oakland,San Jose
,,#drive01192025  DRIVE!!  Davis  ➜  Palo  Alto  10AM  20  dollars,1367,,0,2025-01-19,Sunday,20,#drive01192025 DRIVE!! Davis,Palo
,,#drive06082024 DRIVE!! San Jose-Oaklnad 12PM $10 🚗,1368,,0,2024-06-08,Saturday,10,#drive06082024 DRIVE!! San Jose,Oaklnad
,,#ride09062025 RIDE!! San Francisco -> Sunnyvale 10:50 AM $18,1369,,1,2025-09-06,Saturday,0,#ride09062025 RIDE!! San Francisco,Sunnyvale
,,#drive05082024  DRIVE!!  Sacramento  ➜  Berkeley  5PM  $12  😊,1370,,0,2024-05-08,Wednesday,12,#drive05082024 DRIVE!! Sacramento,Berkeley
,,#drive08102024  Need  a  drive  from  Fremont  to  Palo  Alto.  Budget  $22  !!,1371,,0,2024-08-10,Saturday,22,Fremont,Palo
,,#drive05202024  Fremont  ➜  San  Jose  |  1PM  |  $20  |  1  seat,1372,,0,2024-05-20,Monday,20,#drive05202024 Fremont,San
,,#drive06252025 Need a drive San Jose ➜ Davis. Budget $12,1373,,0,2025-06-25,Wednesday,12,#drive06252025 Need a drive San Jose,Davis
,,#ride04102025 Need a ride Sunnyvale-Sac. Budget thx,1374,,1,2025-04-10,Thursday,0,#ride04102025 Need a ride Sunnyvale,Sacramento
,,#ride02152024 Palo Alto -> Oakland $10 leaving 7:40 PM,1375,,1,2024-02-15,Thursday,0,#ride02152024 Palo Alto,Oakland
,,#ride10302024 Need a ride Palo Alto to Sacramento. Budget $40,1376,,1,2024-10-30,Wednesday,0,#ride10302024 Need a ride Palo Alto,Sacramento
,,#drive09192024  Need  a  drive  San  Jose-Sunnyvale.  Budget  pls,1377,,0,2024-09-19,Thursday,0,#drive09192024 Need a drive San Jose,Sunnyvale
,,#drive05162025 Sunnyvale-Palo Alto $40 leaving 4:00 PM,1378,,0,2025-05-16,Friday,40,#drive05162025 Sunnyvale,Palo
